ISSUER_ISIN,ANNEE,TRIMESTRE,AS_OF_DATE,IVA_COMPANY_RATING,IVA_PREVIOUS_RATING,IVA_RATING_TREND,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,ENVIRONMENTAL_PILLAR_SCORE,SOCIAL_PILLAR_SCORE,GOVERNANCE_PILLAR_SCORE,delta_WEIGHTED_AVERAGE_SCORE,delta_ENVIRONMENTAL_PILLAR_SCORE,delta_SOCIAL_PILLAR_SCORE,delta_GOVERNANCE_PILLAR_SCORE
BRENNONCM006,2023,4,20241001,BBB,BBB,0.0,5.3,5.9,6.8,4.8,5.5,,,,
BRENPXDBS036,2022,4,20240101,AA,AA,0.0,7.2,6.9,8.9,4.0,4.6,,,,
BRENPXDBS036,2023,1,20240201,AAA,AAA,0.0,10.0,8.6,9.5,8.4,7.3,1.6999999999999993,0.5999999999999996,4.4,2.7
BRENPXDBS036,2024,1,20240301,AAA,AAA,0.0,10.0,8.5,9.4,8.4,7.0,-0.09999999999999964,-0.09999999999999964,0.0,-0.2999999999999998
BRENSEDBS0J5,2023,4,20240101,BBB,BBB,0.0,5.3,5.5,6.6,5.2,4.6,,,,
BRENTEDBS046,2023,1,20240101,A,A,0.0,6.5,6.1,8.0,4.2,4.0,,,,
BRENTEDBS046,2024,1,20240301,A,A,0.0,5.8,5.8,7.8,2.4,4.2,-0.2999999999999998,-0.20000000000000018,-1.8000000000000003,0.20000000000000018
BRENTEDBS061,2024,1,20240801,A,A,0.0,5.8,5.8,7.7,2.4,4.2,,,,
BRENTVDBS008,2023,4,20240101,A,A,0.0,6.3,5.3,5.5,3.1,7.5,,,,
BRENTVDBS008,2024,3,20241001,A,A,0.0,6.6,5.4,5.6,2.9,7.7,0.10000000000000053,0.09999999999999964,-0.20000000000000018,0.20000000000000018
BREOAPDBS008,2023,1,20240201,A,A,0.0,6.5,6.2,8.0,4.2,4.2,,,,
BREOAPDBS008,2024,1,20240301,A,A,0.0,5.8,5.8,7.8,2.4,4.2,-0.40000000000000036,-0.20000000000000018,-1.8000000000000003,0.0
BREOATDBS000,2023,1,20240201,A,A,0.0,6.5,6.2,8.0,4.2,4.2,,,,
BREOATDBS000,2024,1,20240301,A,A,0.0,5.8,5.8,7.8,2.4,4.2,-0.40000000000000036,-0.20000000000000018,-1.8000000000000003,0.0
BREPSDDBS003,2023,1,20240101,A,A,0.0,6.5,6.1,8.0,4.2,4.0,,,,
BREPSDDBS003,2024,1,20240301,A,A,0.0,5.8,5.8,7.8,2.4,4.2,-0.2999999999999998,-0.20000000000000018,-1.8000000000000003,0.20000000000000018
BREQSPDBS005,2023,3,20240101,BBB,BBB,0.0,4.9,5.5,6.5,4.0,5.2,,,,
BREQSPDBS005,2024,3,20240901,BBB,BBB,0.0,5.5,5.6,6.5,4.6,5.3,0.09999999999999964,0.0,0.5999999999999996,0.09999999999999964
BREQTCDBS001,2023,3,20240101,BBB,BBB,0.0,4.9,5.5,6.5,4.0,5.2,,,,
BREQTCDBS001,2024,3,20240901,BBB,BBB,0.0,5.5,5.6,6.5,4.6,5.3,0.09999999999999964,0.0,0.5999999999999996,0.09999999999999964
BREQTINCM008,2023,3,20240801,BBB,BBB,0.0,4.9,5.6,6.7,4.0,5.3,,,,
BREQTINCM008,2024,3,20240901,BBB,BBB,0.0,5.5,5.6,6.5,4.6,5.3,0.0,-0.20000000000000018,0.5999999999999996,0.0
BREQTLACNOR0,2023,3,20240101,BBB,BBB,0.0,4.9,5.5,6.5,4.0,5.2,,,,
BREQTLACNOR0,2024,3,20240901,BBB,BBB,0.0,5.5,5.6,6.5,4.6,5.3,0.09999999999999964,0.0,0.5999999999999996,0.09999999999999964
BREQTNDBS008,2023,3,20240101,BBB,BBB,0.0,4.9,5.5,6.5,4.0,5.2,,,,
BREQTNDBS008,2024,3,20240901,BBB,BBB,0.0,5.5,5.6,6.5,4.6,5.3,0.09999999999999964,0.0,0.5999999999999996,0.09999999999999964
BREQTRDBS009,2023,3,20240101,BBB,BBB,0.0,4.9,5.5,6.5,4.0,5.2,,,,
BREQTRDBS009,2024,3,20240901,BBB,BBB,0.0,5.5,5.6,6.5,4.6,5.3,0.09999999999999964,0.0,0.5999999999999996,0.09999999999999964
BREQTSDBS007,2023,3,20240101,BBB,BBB,0.0,4.9,5.5,6.5,4.0,5.2,,,,
BREQTSDBS007,2024,3,20240901,BBB,BBB,0.0,5.5,5.6,6.5,4.6,5.3,0.09999999999999964,0.0,0.5999999999999996,0.09999999999999964
BREQUADBS003,2023,3,20240101,BBB,BBB,0.0,4.9,5.5,6.5,4.0,5.2,,,,
BREQUADBS003,2024,3,20240901,BBB,BBB,0.0,5.5,5.6,6.5,4.6,5.3,0.09999999999999964,0.0,0.5999999999999996,0.09999999999999964
BRERDVDBS0K5,2023,2,20240101,AA,A,1.0,7.6,6.7,8.3,7.2,5.6,,,,
BRERDVDBS0K5,2024,2,20240701,AA,AA,0.0,7.4,6.7,9.0,6.6,5.7,0.0,0.6999999999999993,-0.6000000000000005,0.10000000000000053
BRERENDBS065,2023,3,20240101,AA,A,1.0,8.5,6.8,6.5,7.1,6.9,,,,
BRERENDBS065,2024,3,20241001,AA,AA,0.0,8.5,7.1,7.4,7.3,6.5,0.2999999999999998,0.9000000000000004,0.20000000000000018,-0.40000000000000036
BRESCEDBS090,2022,4,20240101,AA,AA,0.0,7.2,6.9,8.9,4.0,4.6,,,,
BRESCEDBS090,2023,1,20240201,AAA,AAA,0.0,10.0,8.6,9.5,8.4,7.3,1.6999999999999993,0.5999999999999996,4.4,2.7
BRESCEDBS090,2024,1,20240301,AAA,AAA,0.0,10.0,8.5,9.4,8.4,7.0,-0.09999999999999964,-0.09999999999999964,0.0,-0.2999999999999998
BRESCEDBS0D1,2024,1,20241001,AAA,AAA,0.0,10.0,8.7,9.6,8.5,7.3,,,,
BRESSDDBS080,2023,4,20240101,BBB,BBB,0.0,5.3,5.5,6.6,5.2,4.6,,,,
BRESSDDBS0E2,2023,4,20241001,BBB,BBB,0.0,5.3,5.9,6.8,4.8,5.5,,,,
BRETAPDBS023,2023,1,20240101,A,A,0.0,6.5,6.1,8.0,4.2,4.0,,,,
BRETAPDBS023,2024,1,20240301,A,A,0.0,5.8,5.8,7.8,2.4,4.2,-0.2999999999999998,-0.20000000000000018,-1.8000000000000003,0.20000000000000018
BRETAPDBS031,2024,1,20240801,A,A,0.0,5.8,5.8,7.7,2.4,4.2,,,,
BRETBADBS015,2023,1,20240101,A,A,0.0,6.5,6.1,8.0,4.2,4.0,,,,
BRETBADBS015,2024,1,20240301,A,A,0.0,5.8,5.8,7.8,2.4,4.2,-0.2999999999999998,-0.20000000000000018,-1.8000000000000003,0.20000000000000018
BRETEMDBS006,2024,1,20240701,A,A,0.0,5.8,5.8,7.7,2.4,4.2,,,,
BRETENDBS053,2023,4,20240401,BBB,BBB,0.0,5.3,5.5,6.6,5.2,4.6,,,,
BRETENDBS061,2023,4,20240101,BBB,BBB,0.0,5.3,5.5,6.6,5.2,4.6,,,,
BRETEPDBS033,2023,1,20240101,A,A,0.0,6.5,6.1,8.0,4.2,4.0,,,,
BRETEPDBS033,2024,1,20240301,A,A,0.0,5.8,5.8,7.8,2.4,4.2,-0.2999999999999998,-0.20000000000000018,-1.8000000000000003,0.20000000000000018
BRETEPDBS058,2024,1,20241101,A,A,0.0,5.8,5.6,7.7,2.4,3.6,,,,
BRETESDBS011,2024,1,20240701,A,A,0.0,5.8,5.8,7.7,2.4,4.2,,,,
BRETSPDBS017,2023,3,20240101,BBB,BBB,0.0,4.9,5.5,6.5,4.0,5.2,,,,
BRETSPDBS017,2024,3,20240901,BBB,BBB,0.0,5.5,5.6,6.5,4.6,5.3,0.09999999999999964,0.0,0.5999999999999996,0.09999999999999964
BRETVGDBS010,2024,1,20240701,A,A,0.0,5.8,5.8,7.7,2.4,4.2,,,,
BREVOLDBS003,2023,4,20240101,AA,AA,0.0,8.3,6.3,10.0,4.3,8.3,,,,
BREXTZDBS008,2023,3,20240101,BB,BB,0.0,3.6,4.6,7.0,3.9,1.8,,,,
BREZTCACNOR0,2023,1,20240101,BB,BB,0.0,3.1,2.9,4.1,3.3,1.4,,,,
BREZTCACNOR0,2024,1,20240301,BB,BB,0.0,3.6,4.0,4.5,4.1,3.6,1.1,0.40000000000000036,0.7999999999999998,2.2
BRFASPNCM006,2023,3,20240201,AA,AA,0.0,8.5,5.3,10.0,3.4,4.3,,,,
BRFASPNCM006,2024,3,20241001,A,AA,-1.0,6.7,5.1,10.0,3.2,3.9,-0.20000000000000018,0.0,-0.19999999999999973,-0.3999999999999999
BRFCEFDBS029,2023,1,20240101,B,B,0.0,1.5,3.6,7.6,3.2,3.8,,,,
BRFCEFDBS052,2023,1,20240801,B,B,0.0,1.5,3.6,7.6,3.2,3.8,,,,
BRFESAACNOR8,2023,4,20240101,B,B,0.0,2.8,3.4,3.4,4.5,2.6,,,,
BRFGENDBS024,2023,1,20240101,A,A,0.0,6.5,6.1,8.0,4.2,4.0,,,,
BRFGENDBS024,2024,1,20240301,A,A,0.0,5.8,5.8,7.8,2.4,4.2,-0.2999999999999998,-0.20000000000000018,-1.8000000000000003,0.20000000000000018
BRFISIDBS004,2023,1,20240101,BB,B,1.0,4.0,4.3,2.3,3.9,5.4,,,,
BRFISIDBS004,2024,1,20240201,BB,BB,0.0,3.9,4.2,2.3,3.9,5.1,-0.09999999999999964,0.0,0.0,-0.3000000000000007
BRFISIDBS020,2024,1,20240401,BB,BB,0.0,3.9,4.2,2.3,3.9,5.1,,,,
BRFISIDBS038,2024,1,20240701,BB,BB,0.0,3.9,4.2,2.3,3.9,5.1,,,,
BRFLCLDBS0K3,2023,4,20240101,BBB,BBB,0.0,5.3,5.5,6.6,5.2,4.6,,,,
BRFLRYACNOR5,2023,2,20240101,A,AA,-1.0,5.9,5.3,10.0,5.4,4.4,,,,
BRFLRYACNOR5,2024,2,20240701,A,A,0.0,6.9,5.9,10.0,5.4,6.1,0.6000000000000005,0.0,0.0,1.6999999999999993
BRFMUENCM001,2023,3,20240401,BB,B,1.0,3.5,4.3,5.4,2.8,6.8,,,,
BRFMUENCM001,2024,3,20240801,BBB,BB,1.0,5.5,4.8,5.4,3.6,6.9,0.5,0.0,0.8000000000000003,0.10000000000000053
BRFOZGDBS019,2023,1,20240501,AA,AA,0.0,7.5,6.1,6.6,6.5,5.1,,,,
BRFOZGDBS019,2024,2,20240701,AA,AA,0.0,8.1,6.2,9.9,6.6,5.2,0.10000000000000053,3.3000000000000007,0.09999999999999964,0.10000000000000053
BRFOZMDBS017,2023,1,20240101,AA,AA,0.0,7.5,5.8,6.7,5.5,5.4,,,,
BRFOZMDBS017,2024,2,20240701,AA,AA,0.0,8.1,6.2,9.9,6.6,5.2,0.40000000000000036,3.2,1.0999999999999996,-0.20000000000000018
BRFRASACNOR0,2024,2,20240501,CCC,,,0.0,2.8,2.5,1.6,4.1,,,,
BRFSPRDBS000,2023,1,20240101,A,A,0.0,6.3,5.4,5.0,4.9,6.4,,,,
BRFSPRDBS000,2024,1,20240301,A,A,0.0,6.9,5.8,5.2,5.1,6.9,0.39999999999999947,0.20000000000000018,0.1999999999999993,0.5
BRFTSPDBS006,2023,3,20240901,AA,AA,0.0,7.8,6.9,8.7,4.6,5.2,,,,
BRFTSPDBS006,2024,3,20241001,AA,AA,0.0,7.6,6.8,8.4,5.6,4.9,-0.10000000000000053,-0.29999999999999893,1.0,-0.2999999999999998
BRFURNDBS019,2023,3,20240101,BB,BB,0.0,3.6,4.6,7.0,3.9,1.8,,,,
BRFURNDBS019,2024,3,20240901,BB,BB,0.0,4.0,4.8,7.0,2.1,3.7,0.20000000000000018,0.0,-1.7999999999999998,1.9000000000000001
BRFVIIDBS008,2023,4,20240101,AA,AA,0.0,8.3,6.3,10.0,4.3,8.3,,,,
BRFZCHDBS004,2023,2,20240101,A,BBB,1.0,6.0,5.9,8.4,2.5,3.8,,,,
BRFZCHDBS004,2024,3,20241001,BBB,A,-1.0,4.4,5.0,7.6,2.7,3.9,-0.9000000000000004,-0.8000000000000007,0.20000000000000018,0.10000000000000009
BRFZRCDBS003,2023,1,20240101,A,A,0.0,6.5,6.1,8.0,4.2,4.0,,,,
BRFZRCDBS003,2024,1,20240301,A,A,0.0,5.8,5.8,7.8,2.4,4.2,-0.2999999999999998,-0.20000000000000018,-1.8000000000000003,0.20000000000000018
BRGAGLDBS024,2023,3,20240101,BB,BB,0.0,3.8,4.2,8.6,3.3,5.4,,,,
BRGASCDBS028,2023,3,20240101,A,A,0.0,6.4,5.1,7.9,5.3,3.3,,,,
BRGASCDBS028,2024,3,20240901,AA,A,1.0,8.0,5.6,7.9,5.7,4.2,0.5,0.0,0.40000000000000036,0.9000000000000004
BRGASMDBS076,2023,4,20240101,A,AA,-1.0,5.8,5.8,7.9,7.5,3.3,,,,
BRGGBRACNOR1,2023,2,20240101,BBB,BB,1.0,5.4,4.4,4.9,4.2,3.8,,,,
BRGGBRACNOR1,2024,2,20240701,BBB,BBB,0.0,4.8,4.2,4.8,3.5,3.9,-0.20000000000000018,-0.10000000000000053,-0.7000000000000002,0.10000000000000009
BRGGPSACNOR9,2023,2,20240101,B,B,0.0,2.2,4.0,5.8,1.5,5.6,,,,
BRGGPSACNOR9,2024,2,20240701,B,B,0.0,2.4,4.1,5.8,2.0,5.5,0.09999999999999964,0.0,0.5,-0.09999999999999964
BRGGSHDBS016,2023,2,20240101,BBB,BBB,0.0,4.4,4.8,10.0,4.9,3.8,,,,
BRGMAIDBS002,2023,2,20240101,AAA,AAA,0.0,10.0,7.9,9.0,8.7,6.9,,,,
BRGMAIDBS002,2024,2,20240701,AAA,AAA,0.0,9.6,7.9,9.7,8.7,6.7,0.0,0.6999999999999993,0.0,-0.20000000000000018
BRGMATACNOR7,2023,3,20240101,CCC,B,-1.0,0.6,3.3,1.3,3.5,3.9,,,,
BRGMATACNOR7,2024,3,20241001,CCC,CCC,0.0,0.0,3.2,1.0,3.1,4.2,-0.09999999999999964,-0.30000000000000004,-0.3999999999999999,0.30000000000000027
BRGMRNDBS006,2023,2,20240101,AAA,AAA,0.0,10.0,7.9,9.0,8.7,6.9,,,,
BRGMRNDBS006,2024,2,20240701,AAA,AAA,0.0,9.6,7.9,9.7,8.7,6.7,0.0,0.6999999999999993,0.0,-0.20000000000000018
BRGNLBDBS002,2024,3,20241101,BBB,BBB,0.0,5.3,5.5,4.9,7.4,5.8,,,,
BRGOAUACNOR1,2023,2,20240101,BBB,BB,1.0,5.4,4.4,4.9,4.5,3.7,,,,
BRGOAUACNOR1,2024,3,20240801,BB,BBB,-1.0,3.0,3.5,4.6,3.3,2.3,-0.9000000000000004,-0.3000000000000007,-1.2000000000000002,-1.4000000000000004
BRGOLLACNOR7,2023,3,20240101,A,BBB,1.0,6.8,4.9,8.8,4.2,3.7,,,,
BRGRNDACNOR3,2023,2,20240101,B,CCC,1.0,1.5,2.8,4.0,2.2,2.8,,,,
BRGRNDACNOR3,2024,2,20240501,B,B,0.0,1.8,3.0,3.7,2.2,3.7,0.20000000000000018,-0.2999999999999998,0.0,0.9000000000000004
BRGRPEDBS024,2023,3,20240101,AA,AA,0.0,7.3,5.5,5.5,6.4,4.2,,,,
BRGRPEDBS024,2024,3,20241001,AA,AA,0.0,7.2,5.5,4.8,5.6,5.5,0.0,-0.7000000000000002,-0.8000000000000007,1.2999999999999998
BRGSBRC001L2,2023,4,20240101,A,A,0.0,6.6,5.0,9.0,5.0,4.0,,,,
BRGSHCDBS015,2023,2,20240501,BBB,BBB,0.0,4.4,4.8,10.0,4.9,3.8,,,,
BRGSHCDBS015,2024,2,20240601,BBB,BBB,0.0,4.5,4.9,10.0,5.0,3.8,0.10000000000000053,0.0,0.09999999999999964,0.0
BRGTSADBS006,2023,1,20240101,A,A,0.0,7.0,6.3,8.3,6.2,4.5,,,,
BRGTSADBS006,2024,1,20240201,A,A,0.0,6.9,6.4,8.3,6.2,4.6,0.10000000000000053,0.0,0.0,0.09999999999999964
BRGYEHDBS001,2023,3,20240101,AA,AA,0.0,7.3,5.5,5.5,6.4,4.2,,,,
BRGYEHDBS001,2024,3,20241001,AA,AA,0.0,7.2,5.5,4.8,5.6,5.5,0.0,-0.7000000000000002,-0.8000000000000007,1.2999999999999998
BRHAPVACNOR4,2023,4,20240101,A,BBB,1.0,7.1,6.0,8.0,6.2,5.6,,,,
BRHAPVACNOR4,2024,3,20241001,AA,A,1.0,8.3,6.5,8.7,6.7,5.7,0.5,0.6999999999999993,0.5,0.10000000000000053
BRHARGDBS003,2023,2,20240101,AA,A,1.0,7.6,6.7,8.3,7.2,5.6,,,,
BRHARGDBS003,2024,2,20240701,AA,AA,0.0,7.4,6.7,9.0,6.6,5.7,0.0,0.6999999999999993,-0.6000000000000005,0.10000000000000053
BRHBSAACNOR0,2023,1,20240101,BB,BBB,-1.0,3.3,5.0,5.7,3.4,5.7,,,,
BRHBSAACNOR0,2024,2,20240501,BBB,BB,1.0,4.7,5.1,6.1,3.2,5.7,0.09999999999999964,0.39999999999999947,-0.19999999999999973,0.0
BRHEINNCM000,2023,3,20240701,A,A,0.0,7.1,6.5,8.8,4.7,5.5,,,,
BRHEINNCM000,2024,3,20240901,AA,A,1.0,7.5,6.7,9.0,4.9,5.8,0.20000000000000018,0.1999999999999993,0.20000000000000018,0.2999999999999998
BRHENZDBS004,2023,3,20240101,AA,A,1.0,8.4,5.4,4.8,4.7,6.8,,,,
BRHENZDBS004,2024,3,20240801,AA,AA,0.0,8.4,5.6,4.7,4.6,7.6,0.1999999999999993,-0.09999999999999964,-0.10000000000000053,0.7999999999999998
BRHGBSCTF000,2022,4,20240101,AA,AA,0.0,8.5,6.2,10.0,5.9,5.0,,,,
BRHLXINCM004,2023,3,20240201,A,A,0.0,7.1,6.5,8.8,4.7,5.5,,,,
BRHLXINCM004,2024,3,20240901,AA,A,1.0,7.5,6.7,9.0,4.9,5.8,0.20000000000000018,0.1999999999999993,0.20000000000000018,0.2999999999999998
BRHSPEDBS020,2023,2,20240101,BBB,BBB,0.0,4.4,4.8,10.0,4.9,3.8,,,,
BRHSPEDBS020,2024,2,20240601,BBB,BBB,0.0,4.5,4.9,10.0,5.0,3.8,0.10000000000000053,0.0,0.09999999999999964,0.0
BRHVERDBS012,2023,4,20240101,A,BBB,1.0,7.1,6.0,8.0,6.2,5.6,,,,
BRHVERDBS012,2024,3,20241001,AA,A,1.0,8.3,6.5,8.7,6.7,5.7,0.5,0.6999999999999993,0.5,0.10000000000000053
BRHYPEACNOR0,2023,4,20240101,BB,BB,0.0,4.1,3.4,4.1,2.8,4.1,,,,
BRHYPEACNOR0,2024,3,20240901,BBB,BB,1.0,4.4,3.9,4.2,3.7,4.1,0.5,0.10000000000000053,0.9000000000000004,0.0
BRICTPNCM004,2023,3,20240101,AA,AA,0.0,8.5,5.6,10.0,3.4,4.9,,,,
BRICTPNCM004,2024,3,20241001,A,AA,-1.0,6.7,5.1,10.0,3.2,3.9,-0.5,0.0,-0.19999999999999973,-1.0000000000000004
BRICTPNCM004,2024,4,20241101,A,,,6.0,4.8,10.0,2.8,3.4,-0.2999999999999998,0.0,-0.40000000000000036,-0.5
BRIELMDBS012,2023,4,20240101,A,A,0.0,6.5,6.2,8.1,5.1,4.1,,,,
BRIFCMACNOR8,2023,1,20240101,BB,BBB,-1.0,2.9,3.7,6.7,2.3,5.2,,,,
BRIGTIACNOR8,2023,4,20240101,BBB,B,2.0,4.7,5.4,5.1,7.2,4.6,,,,
BRIMPADBS003,2024,2,20240501,BBB,,,5.0,5.1,8.9,4.5,5.6,,,,
BRINSLDBS002,2024,2,20240701,B,B,0.0,2.4,4.1,5.8,2.0,5.5,,,,
BRINTBACNOR9,2023,3,20240101,BB,BB,0.0,3.5,4.0,3.4,4.7,3.3,,,,
BRINTBACNOR9,2024,3,20241001,BB,BB,0.0,4.0,4.1,3.4,4.3,4.1,0.09999999999999964,0.0,-0.40000000000000036,0.7999999999999998
BRINTLC07603,2023,3,20240101,A,A,0.0,6.3,5.0,4.5,5.0,5.2,,,,
BRINTLC086T5,2024,3,20240901,AA,A,1.0,8.2,5.6,5.0,5.0,6.6,,,,
BRIRBRACNOR4,2023,4,20240101,B,B,0.0,1.6,3.5,0.0,3.5,5.5,,,,
BRISULDBS007,2023,2,20240101,AA,A,1.0,7.6,6.6,8.1,6.4,6.1,,,,
BRISULDBS007,2024,2,20240601,AA,AA,0.0,7.8,6.9,8.3,6.6,6.5,0.3000000000000007,0.20000000000000107,0.1999999999999993,0.40000000000000036
BRITGTDBS023,2023,3,20240101,BBB,BBB,0.0,4.9,5.5,6.5,4.0,5.2,,,,
BRITGTDBS031,2023,3,20240401,BBB,BBB,0.0,4.9,5.5,6.6,4.0,5.2,,,,
BRITGTDBS031,2024,3,20240901,BBB,BBB,0.0,5.5,5.6,6.5,4.6,5.3,0.09999999999999964,-0.09999999999999964,0.5999999999999996,0.09999999999999964
BRITPBDBS063,2024,2,20241101,AAA,AAA,0.0,9.5,7.7,9.0,7.8,5.9,,,,
BRITSAACNOR0,2023,3,20240101,BBB,BBB,0.0,4.3,4.1,4.4,3.9,4.2,,,,
BRITSAACNOR0,2024,3,20240901,BBB,BBB,0.0,5.5,4.6,5.1,4.5,4.6,0.5,0.6999999999999993,0.6000000000000001,0.39999999999999947
BRITTEDBS002,2024,2,20241101,AAA,AAA,0.0,9.5,7.7,9.0,7.8,5.9,,,,
BRITUBACNOR4,2023,3,20240101,A,A,0.0,6.0,4.7,4.3,5.5,3.6,,,,
BRITUBACNOR4,2024,4,20241101,A,A,0.0,7.0,5.3,4.5,5.8,4.7,0.5999999999999996,0.20000000000000018,0.2999999999999998,1.1
BRIVIADBS0A6,2023,4,20240101,AA,AA,0.0,8.0,6.9,7.0,7.4,6.4,,,,
BRIVIADBS0B4,2023,4,20240601,AA,AA,0.0,8.0,6.7,7.0,7.4,6.0,,,,
BRIVIADBS0C2,2023,4,20240701,AA,AA,0.0,8.0,6.7,7.0,7.4,6.0,,,,
BRIVIADBS0C2,2024,4,20241101,A,AA,-1.0,7.1,6.5,6.9,7.4,5.5,-0.20000000000000018,-0.09999999999999964,0.0,-0.5
BRJALLACNOR0,2023,2,20240101,A,A,0.0,6.3,4.7,3.1,7.4,4.3,,,,
BRJALLACNOR0,2024,2,20240701,A,A,0.0,5.8,4.6,3.0,7.1,4.3,-0.10000000000000053,-0.10000000000000009,-0.3000000000000007,0.0
BRJBSSACNOR8,2023,4,20240101,CCC,CCC,0.0,1.1,2.8,2.6,3.0,2.7,,,,
BRJDEELFI0G2,2023,2,20240101,AA,A,1.0,7.4,5.7,6.2,5.3,5.7,,,,
BRJDEELFI0G2,2024,2,20240601,AA,AA,0.0,7.6,5.8,6.5,5.4,5.9,0.09999999999999964,0.2999999999999998,0.10000000000000053,0.20000000000000018
BRJHSFACNOR2,2023,3,20240101,B,BB,-1.0,2.1,4.3,4.2,4.4,4.3,,,,
BRJHSFACNOR2,2024,3,20241001,BB,B,1.0,3.3,4.7,4.1,5.2,4.5,0.40000000000000036,-0.10000000000000053,0.7999999999999998,0.20000000000000018
BRJPMGC008E2,2023,4,20240101,A,A,0.0,6.0,4.8,8.9,3.9,4.5,,,,
BRJPMGC008I3,2023,4,20241101,A,A,0.0,6.0,4.6,8.0,3.9,4.5,,,,
BRJPMGC009X0,2023,4,20241201,A,A,0.0,6.0,4.8,8.0,4.2,4.5,,,,
BRJSLGACNOR2,2024,4,20241101,A,,,6.0,4.8,10.0,2.8,3.4,,,,
BRJTEEDBS010,2023,4,20240101,A,A,0.0,6.7,6.3,7.7,4.9,5.0,,,,
BRJTEEDBS010,2024,4,20241201,A,A,0.0,6.0,5.9,7.3,4.0,4.6,-0.39999999999999947,-0.40000000000000036,-0.9000000000000004,-0.40000000000000036
BRKBUMDBS007,2023,1,20240101,BB,BB,0.0,3.3,4.2,3.5,3.9,5.0,,,,
BRKBUMDBS007,2024,1,20240201,BB,BB,0.0,4.1,4.3,3.0,4.8,4.3,0.09999999999999964,-0.5,0.8999999999999999,-0.7000000000000002
BRKLBNACNOR2,2023,4,20240101,BBB,BB,1.0,5.2,5.3,5.6,3.2,5.4,,,,
BRKLBNACNOR2,2024,3,20241001,BBB,BBB,0.0,5.2,5.3,5.7,3.6,5.4,0.0,0.10000000000000053,0.3999999999999999,0.0
BRLAGELFI008,2023,3,20240101,A,A,0.0,6.9,5.2,5.0,4.2,6.9,,,,
BRLAGELFI024,2023,3,20240801,A,A,0.0,6.9,5.0,3.6,4.2,6.9,,,,
BRLAGELFI024,2024,4,20241101,A,A,0.0,6.1,4.9,3.2,4.4,6.4,-0.09999999999999964,-0.3999999999999999,0.20000000000000018,-0.5
BRLEVEACNOR2,2023,1,20240101,CCC,CCC,0.0,0.0,2.3,2.1,2.0,2.7,,,,
BRLEVEACNOR2,2024,1,20240201,CCC,CCC,0.0,0.3,2.9,2.2,3.5,2.7,0.6000000000000001,0.10000000000000009,1.5,0.0
BRLGTEDBS060,2023,2,20240101,A,A,0.0,6.0,5.6,6.6,2.6,5.5,,,,
BRLGTEDBS060,2024,2,20240601,BBB,A,-1.0,5.3,5.5,6.4,2.0,5.7,-0.09999999999999964,-0.1999999999999993,-0.6000000000000001,0.20000000000000018
BRLIGHDBS0V9,2023,2,20240501,A,A,0.0,6.0,5.6,6.4,2.6,5.6,,,,
BRLIGHDBS0V9,2024,2,20240601,BBB,A,-1.0,5.3,5.5,6.4,2.0,5.7,-0.09999999999999964,0.0,-0.6000000000000001,0.10000000000000053
BRLIGHDBS108,2023,2,20240101,A,A,0.0,6.0,5.6,6.6,2.6,5.5,,,,
BRLIGTACNOR2,2023,2,20240101,A,A,0.0,6.0,5.6,6.6,2.6,5.5,,,,
BRLIGTACNOR2,2024,2,20240601,BBB,A,-1.0,5.3,5.5,6.4,2.0,5.7,-0.09999999999999964,-0.1999999999999993,-0.6000000000000001,0.20000000000000018
BRLJDEDBS068,2022,4,20240101,AA,AA,0.0,7.2,6.9,8.9,4.0,4.6,,,,
BRLJDEDBS068,2023,1,20240201,AAA,AAA,0.0,10.0,8.6,9.5,8.4,7.3,1.6999999999999993,0.5999999999999996,4.4,2.7
BRLJDEDBS068,2024,1,20240301,AAA,AAA,0.0,10.0,8.5,9.4,8.4,7.0,-0.09999999999999964,-0.09999999999999964,0.0,-0.2999999999999998
BRLJQQACNOR5,2022,3,20240101,BBB,B,2.0,5.0,4.7,3.5,4.5,5.7,,,,
BRLLAMLFI068,2023,4,20240101,AA,AA,0.0,7.4,5.4,8.4,5.0,4.8,,,,
BRLLAMLFI068,2024,4,20241201,AA,AA,0.0,7.5,5.5,7.5,5.3,5.1,0.09999999999999964,-0.9000000000000004,0.2999999999999998,0.2999999999999998
BRLMSPDBS017,2023,2,20240101,AA,A,1.0,7.6,6.6,8.1,6.4,6.1,,,,
BRLMSPDBS017,2024,2,20240601,AA,AA,0.0,7.8,6.9,8.3,6.6,6.5,0.3000000000000007,0.20000000000000107,0.1999999999999993,0.40000000000000036
BRLMTPDBS098,2023,4,20240101,B,B,0.0,1.6,3.3,6.7,2.5,1.1,,,,
BRLMTPDBS0C8,2023,4,20241101,B,B,0.0,1.6,3.6,6.9,2.5,1.9,,,,
BRLMTPDBS0C8,2024,4,20241201,B,B,0.0,2.2,3.5,6.5,2.5,1.9,-0.10000000000000009,-0.40000000000000036,0.0,0.0
BRLNUVDBS092,2023,4,20240101,AA,AA,0.0,8.0,6.9,8.8,7.0,5.1,,,,
BRLNUVDBS092,2024,4,20241101,AA,AA,0.0,8.4,7.2,8.7,7.1,6.1,0.2999999999999998,-0.10000000000000142,0.09999999999999964,1.0
