ISSUER_ISIN,ANNEE,TRIMESTRE,AS_OF_DATE,IVA_COMPANY_RATING,IVA_PREVIOUS_RATING,IVA_RATING_TREND,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,ENVIRONMENTAL_PILLAR_SCORE,SOCIAL_PILLAR_SCORE,GOVERNANCE_PILLAR_SCORE,delta_WEIGHTED_AVERAGE_SCORE,delta_ENVIRONMENTAL_PILLAR_SCORE,delta_SOCIAL_PILLAR_SCORE,delta_GOVERNANCE_PILLAR_SCORE
TW0003227005,2024,3,20240801,BB,B,1.0,3.9,5.2,2.5,4.7,6.8,1.1000000000000005,-0.2999999999999998,0.8000000000000003,1.8999999999999995
TW0003231007,2023,4,20240101,A,A,0.0,6.3,4.9,3.3,4.7,5.5,,,,
TW0003231007,2024,4,20241101,BBB,A,-1.0,5.7,4.7,3.3,4.7,5.1,-0.20000000000000018,0.0,0.0,-0.40000000000000036
TW0003260006,2023,2,20240101,CCC,,,0.0,4.3,3.7,3.7,5.0,,,,
TW0003260006,2024,2,20240701,B,CCC,1.0,2.8,4.3,2.9,3.5,5.5,0.0,-0.8000000000000003,-0.20000000000000018,0.5
TW0003264008,2023,2,20240101,B,,,1.6,4.2,3.5,4.0,4.9,,,,
TW0003264008,2024,3,20240801,BB,B,1.0,3.3,4.2,4.0,4.1,4.4,0.0,0.5,0.09999999999999964,-0.5
TW0003293007,2023,4,20240101,BB,,,3.8,4.3,10.0,3.8,4.3,,,,
TW0003293007,2024,4,20241201,BBB,BB,1.0,5.2,5.0,10.0,4.4,5.0,0.7000000000000002,0.0,0.6000000000000005,0.7000000000000002
TW0003324000,2023,2,20240101,A,,,6.8,5.2,2.0,5.4,6.0,,,,
TW0003324000,2024,2,20240701,A,A,0.0,5.9,5.0,2.9,4.6,6.1,-0.20000000000000018,0.8999999999999999,-0.8000000000000007,0.09999999999999964
TW0003374005,2023,2,20240101,BBB,,,5.3,5.4,4.4,4.7,6.8,,,,
TW0003374005,2024,2,20240701,A,BBB,1.0,6.7,5.7,4.8,5.1,6.9,0.2999999999999998,0.39999999999999947,0.39999999999999947,0.10000000000000053
TW0003380002,2023,4,20240101,BB,,,4.0,4.0,2.2,3.5,5.3,,,,
TW0003380002,2024,3,20241001,B,BB,-1.0,1.7,3.5,2.2,3.6,4.1,-0.5,0.0,0.10000000000000009,-1.2000000000000002
TW0003406005,2023,3,20240101,B,,,2.4,3.7,3.1,3.5,4.2,,,,
TW0003406005,2024,3,20240901,BB,B,1.0,3.8,4.2,2.9,2.9,6.0,0.5,-0.20000000000000018,-0.6000000000000001,1.7999999999999998
TW0003413001,2023,2,20240101,BBB,,,5.0,5.3,4.0,5.8,5.4,,,,
TW0003413001,2024,2,20240701,BBB,BBB,0.0,5.3,5.2,4.0,5.8,5.1,-0.09999999999999964,0.0,0.0,-0.3000000000000007
TW0003443008,2023,3,20240101,BB,,,4.1,5.2,5.4,5.8,4.6,,,,
TW0003443008,2024,3,20240801,BBB,BB,1.0,4.7,4.9,3.1,5.4,5.2,-0.2999999999999998,-2.3000000000000003,-0.39999999999999947,0.6000000000000005
TW0003481008,2023,4,20240101,A,BBB,1.0,6.8,5.3,4.1,5.5,6.0,,,,
TW0003481008,2024,4,20241101,A,A,0.0,6.9,5.4,4.8,5.0,6.3,0.10000000000000053,0.7000000000000002,-0.5,0.2999999999999998
TW0003515003,2023,4,20240101,B,,,2.3,3.7,0.0,3.2,5.5,,,,
TW0003515003,2024,4,20241101,B,B,0.0,2.3,3.7,0.0,2.8,5.9,0.0,0.0,-0.40000000000000036,0.40000000000000036
TW0003529004,2023,1,20240101,B,B,0.0,2.6,4.5,4.0,4.1,5.0,,,,
TW0003529004,2024,1,20240401,BB,B,1.0,3.3,4.5,3.8,4.2,5.0,0.0,-0.20000000000000018,0.10000000000000053,0.0
TW0003532008,2023,2,20240101,B,,,2.2,4.4,3.1,7.1,3.9,,,,
TW0003532008,2024,2,20240701,BB,B,1.0,3.3,4.5,3.6,7.1,3.7,0.09999999999999964,0.5,0.0,-0.19999999999999973
TW0003533006,2023,3,20240101,BBB,,,5.3,4.7,2.4,5.0,5.1,,,,
TW0003533006,2024,3,20240801,BBB,BBB,0.0,4.9,4.6,2.3,5.1,4.7,-0.10000000000000053,-0.10000000000000009,0.09999999999999964,-0.39999999999999947
TW0003545000,2023,2,20240101,BB,,,4.1,4.6,2.4,4.6,5.6,,,,
TW0003545000,2024,2,20240701,BBB,BB,1.0,5.0,5.1,2.4,4.7,6.7,0.5,0.0,0.10000000000000053,1.1000000000000005
TW0003576005,2023,3,20240101,BB,,,3.4,4.8,6.1,3.1,4.8,,,,
TW0003576005,2024,3,20240801,BBB,BB,1.0,5.3,5.2,6.7,2.7,5.6,0.40000000000000036,0.6000000000000005,-0.3999999999999999,0.7999999999999998
TW0003592002,2023,3,20240101,CCC,,,0.0,3.7,2.7,2.6,5.1,,,,
TW0003592002,2024,3,20240901,B,CCC,1.0,2.4,4.3,2.7,2.5,6.4,0.5999999999999996,0.0,-0.10000000000000009,1.3000000000000007
TW0003596003,2023,2,20240101,BBB,,,5.5,3.9,2.8,4.9,3.2,,,,
TW0003596003,2024,2,20240601,BB,BBB,-1.0,3.7,4.1,2.7,5.7,3.1,0.19999999999999973,-0.09999999999999964,0.7999999999999998,-0.10000000000000009
TW0003680005,2023,2,20240101,BB,,,3.8,4.8,2.6,3.6,6.1,,,,
TW0003680005,2024,2,20240701,BBB,BB,1.0,4.4,4.9,2.8,4.3,5.9,0.10000000000000053,0.19999999999999973,0.6999999999999997,-0.1999999999999993
TW0003702007,2023,1,20240101,A,BBB,1.0,6.8,4.2,3.8,4.3,4.3,,,,
TW0003702007,2024,1,20240301,A,A,0.0,6.2,5.1,3.8,5.6,5.2,0.8999999999999995,0.0,1.2999999999999998,0.9000000000000004
TW0003704003,2023,3,20240101,A,,,5.8,4.7,2.4,4.8,5.5,,,,
TW0003704003,2024,3,20241001,A,A,0.0,6.3,4.9,2.4,5.1,5.7,0.20000000000000018,0.0,0.2999999999999998,0.20000000000000018
TW0003705000,2023,3,20240101,BB,,,3.9,3.6,2.2,3.0,5.2,,,,
TW0003705000,2024,3,20241001,BB,BB,0.0,4.2,3.8,2.2,2.8,5.9,0.19999999999999973,0.0,-0.20000000000000018,0.7000000000000002
TW0003706008,2023,3,20240101,BBB,,,4.8,4.4,2.4,5.3,4.6,,,,
TW0003706008,2024,2,20240701,BBB,BBB,0.0,4.3,4.3,2.3,5.3,4.6,-0.10000000000000053,-0.10000000000000009,0.0,0.0
TW0003707006,2023,2,20240101,B,,,1.6,4.2,2.4,4.8,5.2,,,,
TW0003707006,2024,3,20240801,BB,B,1.0,3.6,4.6,3.3,4.2,5.9,0.39999999999999947,0.8999999999999999,-0.5999999999999996,0.7000000000000002
TW0003711008,2023,2,20240101,A,A,0.0,6.6,5.8,5.2,7.0,5.3,,,,
TW0003711008,2024,2,20240501,A,A,0.0,6.9,5.8,5.9,6.3,5.3,0.0,0.7000000000000002,-0.7000000000000002,0.0
TW0003714002,2023,2,20240101,BB,BB,0.0,3.8,4.9,4.3,4.9,5.5,,,,
TW0003714002,2024,2,20240601,BB,BB,0.0,4.2,4.8,5.0,4.0,5.4,-0.10000000000000053,0.7000000000000002,-0.9000000000000004,-0.09999999999999964
TW0004105002,2023,3,20240101,BB,,,4.1,3.7,2.4,3.2,4.9,,,,
TW0004105002,2024,3,20240901,BBB,BB,1.0,5.6,4.4,3.4,4.2,5.2,0.7000000000000002,1.0,1.0,0.2999999999999998
TW0004114004,2023,3,20240101,BBB,,,4.3,3.8,1.9,3.6,4.6,,,,
TW0004114004,2024,3,20241001,BB,BBB,-1.0,4.0,3.7,1.9,3.3,5.1,-0.09999999999999964,0.0,-0.30000000000000027,0.5
TW0004123005,2023,3,20240101,BBB,,,5.5,4.3,2.0,3.6,6.1,,,,
TW0004123005,2024,3,20240801,BBB,BBB,0.0,4.9,4.1,3.3,3.2,6.0,-0.20000000000000018,1.2999999999999998,-0.3999999999999999,-0.09999999999999964
TW0004128004,2023,3,20240101,BB,,,4.2,3.7,1.9,5.6,4.3,,,,
TW0004128004,2024,3,20240901,BB,BB,0.0,3.9,3.9,2.3,5.6,4.5,0.19999999999999973,0.3999999999999999,0.0,0.20000000000000018
TW0004142005,2023,3,20240101,B,,,1.8,3.7,4.0,2.5,5.5,,,,
TW0004142005,2024,3,20241001,BB,B,1.0,2.9,4.0,6.1,3.0,4.9,0.2999999999999998,2.0999999999999996,0.5,-0.5999999999999996
TW0004147004,2023,3,20240101,B,,,2.5,3.9,4.2,2.9,5.2,,,,
TW0004147004,2024,3,20240801,BB,B,1.0,3.6,4.2,5.3,2.9,5.9,0.30000000000000027,1.0999999999999996,0.0,0.7000000000000002
TW0004162003,2023,3,20240101,B,,,2.1,3.8,1.9,2.7,6.1,,,,
TW0004162003,2024,3,20241001,BB,B,1.0,3.9,4.3,2.4,3.4,6.3,0.5,0.5,0.6999999999999997,0.20000000000000018
TW0004174008,2023,2,20240101,BB,BBB,-1.0,3.6,4.3,4.7,3.1,6.0,,,,
TW0004174008,2024,2,20240501,BB,BB,0.0,3.9,4.3,4.4,2.9,6.5,0.0,-0.2999999999999998,-0.20000000000000018,0.5
TW0004438007,2023,2,20240101,B,,,2.8,3.3,3.3,1.1,5.4,,,,
TW0004438007,2024,2,20240501,B,B,0.0,2.2,3.2,3.2,1.1,5.4,-0.09999999999999964,-0.09999999999999964,0.0,0.0
TW0004536008,2023,2,20240101,B,,,2.1,4.5,5.2,3.8,5.0,,,,
TW0004536008,2024,2,20240701,BB,B,1.0,3.9,4.7,4.6,3.8,5.7,0.20000000000000018,-0.6000000000000005,0.0,0.7000000000000002
TW0004736004,2023,3,20240101,A,,,5.9,5.5,6.5,5.8,4.9,,,,
TW0004736004,2024,3,20240901,A,A,0.0,6.0,5.6,6.5,6.2,4.6,0.09999999999999964,0.0,0.40000000000000036,-0.3000000000000007
TW0004743000,2023,1,20240101,A,BBB,1.0,6.8,4.1,2.4,3.5,5.8,,,,
TW0004743000,2024,1,20240301,A,A,0.0,5.9,4.5,3.1,4.1,5.5,0.40000000000000036,0.7000000000000002,0.5999999999999996,-0.2999999999999998
TW0004904008,2023,3,20240101,AA,AA,0.0,8.1,6.5,10.0,9.0,2.8,,,,
TW0004904008,2024,3,20241001,AA,AA,0.0,7.4,6.2,9.4,8.5,3.0,-0.2999999999999998,-0.5999999999999996,-0.5,0.20000000000000018
TW0004915004,2023,4,20240101,A,BBB,1.0,6.5,5.1,2.6,5.3,5.6,,,,
TW0004915004,2024,4,20241201,A,A,0.0,6.1,5.1,2.6,4.7,6.2,0.0,0.0,-0.5999999999999996,0.6000000000000005
TW0004919006,2023,3,20240101,CCC,,,0.6,4.4,3.9,4.9,4.6,,,,
TW0004919006,2024,3,20240801,B,CCC,1.0,2.1,4.1,3.7,3.7,4.7,-0.3000000000000007,-0.19999999999999973,-1.2000000000000002,0.10000000000000053
TW0004938006,2023,4,20240101,B,B,0.0,2.0,3.6,3.2,2.3,4.9,,,,
TW0004938006,2024,4,20241201,B,B,0.0,1.7,3.5,3.5,1.6,5.0,-0.10000000000000009,0.2999999999999998,-0.6999999999999997,0.09999999999999964
TW0004961008,2023,2,20240101,B,,,1.9,4.1,3.3,3.0,5.4,,,,
TW0004961008,2024,3,20240801,B,B,0.0,2.8,4.3,3.3,3.5,5.4,0.20000000000000018,0.0,0.5,0.0
TW0005269005,2023,2,20240101,B,BB,-1.0,1.9,4.5,4.6,5.6,3.5,,,,
TW0005269005,2024,1,20240401,BB,B,1.0,3.1,4.4,2.1,6.7,3.5,-0.09999999999999964,-2.4999999999999996,1.1000000000000005,0.0
TW0005274005,2023,2,20240101,BB,,,3.1,4.7,2.7,5.1,5.3,,,,
TW0005274005,2024,2,20240701,BBB,BB,1.0,5.6,5.7,2.7,5.5,7.1,1.0,0.0,0.40000000000000036,1.7999999999999998
TW0005289003,2023,3,20240101,A,,,6.1,4.8,3.3,4.4,5.9,,,,
TW0005289003,2024,3,20240901,A,A,0.0,6.0,4.8,3.1,4.6,5.8,0.0,-0.19999999999999973,0.1999999999999993,-0.10000000000000053
TW0005306005,2023,2,20240101,B,,,2.1,4.3,0.0,4.7,5.3,,,,
TW0005306005,2024,2,20240601,BB,B,1.0,4.2,4.9,5.7,4.3,5.3,0.6000000000000005,5.7,-0.40000000000000036,0.0
TW0005347009,2023,4,20240101,BB,BB,0.0,4.1,5.0,4.2,7.0,4.0,,,,
TW0005347009,2024,4,20241101,BBB,BB,1.0,4.8,5.2,4.3,6.9,4.5,0.20000000000000018,0.09999999999999964,-0.09999999999999964,0.5
TW0005351001,2023,3,20240101,B,,,1.9,4.3,3.2,3.2,5.7,,,,
TW0005351001,2024,3,20240901,BB,B,1.0,4.0,4.9,3.3,4.8,5.6,0.6000000000000005,0.09999999999999964,1.5999999999999996,-0.10000000000000053
TW0005371009,2023,2,20240101,BBB,,,5.6,4.8,2.3,5.3,5.5,,,,
TW0005371009,2024,3,20240801,A,BBB,1.0,6.7,5.3,2.5,5.7,6.0,0.5,0.20000000000000018,0.40000000000000036,0.5
TW0005388003,2023,2,20240101,BB,,,3.5,4.2,2.3,3.8,5.5,,,,
TW0005388003,2024,2,20240701,BBB,BB,1.0,4.3,4.3,2.3,4.1,5.3,0.09999999999999964,0.0,0.2999999999999998,-0.20000000000000018
TW0005425003,2023,2,20240101,B,,,1.9,4.3,3.9,3.8,5.0,,,,
TW0005425003,2024,2,20240701,BB,B,1.0,3.3,4.5,4.3,4.3,5.0,0.20000000000000018,0.3999999999999999,0.5,0.0
TW0005434005,2023,3,20240101,BB,,,3.4,4.8,3.7,4.5,5.2,,,,
TW0005434005,2024,3,20241001,BB,BB,0.0,4.0,4.9,3.8,3.2,6.1,0.10000000000000053,0.09999999999999964,-1.2999999999999998,0.8999999999999995
TW0005478002,2023,4,20240101,BBB,,,4.9,4.8,10.0,4.5,4.6,,,,
TW0005478002,2024,4,20241201,BBB,BBB,0.0,5.5,5.1,10.0,3.7,6.1,0.2999999999999998,0.0,-0.7999999999999998,1.5
TW0005483002,2023,4,20240101,BBB,BBB,0.0,4.4,4.9,5.7,4.1,5.0,,,,
TW0005483002,2024,4,20241101,BBB,BBB,0.0,4.8,5.2,6.2,4.1,5.4,0.2999999999999998,0.5,0.0,0.40000000000000036
TW0005876007,2023,2,20240101,A,AA,-1.0,6.4,5.2,3.2,6.0,4.8,,,,
TW0005876007,2024,2,20240501,AA,A,1.0,7.3,5.4,3.5,5.8,5.4,0.20000000000000018,0.2999999999999998,-0.20000000000000018,0.6000000000000005
TW0005880009,2023,3,20240101,AA,A,1.0,7.6,5.4,4.0,5.9,5.2,,,,
TW0005880009,2024,3,20241001,AA,AA,0.0,7.3,5.4,4.9,5.9,4.8,0.0,0.9000000000000004,0.0,-0.40000000000000036
TW0006005002,2023,1,20240101,BBB,BBB,0.0,5.4,4.7,6.3,3.8,5.4,,,,
TW0006005002,2024,1,20240401,BBB,BBB,0.0,5.1,4.4,6.0,3.6,4.9,-0.2999999999999998,-0.2999999999999998,-0.19999999999999973,-0.5
TW0006116007,2023,2,20240101,BBB,,,5.0,4.8,3.2,5.2,5.5,,,,
TW0006116007,2024,2,20240701,A,BBB,1.0,6.7,5.3,3.7,5.3,6.6,0.5,0.5,0.09999999999999964,1.0999999999999996
TW0006121007,2023,2,20240101,BBB,BB,1.0,5.3,4.5,4.1,5.0,4.0,,,,
TW0006121007,2024,2,20240601,BBB,BBB,0.0,4.9,4.6,4.2,5.3,4.0,0.09999999999999964,0.10000000000000053,0.2999999999999998,0.0
TW0006147002,2023,3,20240101,B,,,2.2,4.3,3.4,3.0,6.1,,,,
TW0006147002,2024,3,20240801,BB,B,1.0,3.1,4.4,4.2,2.4,6.2,0.10000000000000053,0.8000000000000003,-0.6000000000000001,0.10000000000000053
TW0006166002,2023,4,20240101,BB,,,3.3,4.0,1.8,4.1,5.4,,,,
TW0006166002,2024,4,20241101,BB,BB,0.0,4.0,4.2,1.8,4.7,5.5,0.20000000000000018,0.0,0.6000000000000005,0.09999999999999964
TW0006182009,2023,3,20240101,BBB,,,5.0,5.3,3.6,7.6,5.4,,,,
TW0006182009,2024,3,20240801,BB,BBB,-1.0,3.3,4.6,3.7,4.5,5.4,-0.7000000000000002,0.10000000000000009,-3.0999999999999996,0.0
TW0006202005,2023,2,20240101,B,,,1.6,3.8,4.2,3.9,3.5,,,,
TW0006202005,2024,2,20240601,B,B,0.0,1.9,4.0,4.7,4.0,3.6,0.20000000000000018,0.5,0.10000000000000009,0.10000000000000009
TW0006213002,2023,3,20240101,BBB,,,4.4,4.3,2.0,3.0,5.7,,,,
TW0006213002,2024,3,20240901,A,BBB,1.0,6.9,5.4,2.0,4.9,6.1,1.1000000000000005,0.0,1.9000000000000004,0.39999999999999947
TW0006214000,2023,2,20240101,BB,,,4.0,4.4,6.1,3.5,4.8,,,,
TW0006214000,2024,2,20240701,BBB,BB,1.0,5.5,4.8,6.2,3.8,5.5,0.39999999999999947,0.10000000000000053,0.2999999999999998,0.7000000000000002
TW0006239007,2023,4,20240101,B,B,0.0,2.2,4.1,3.5,5.6,3.4,,,,
TW0006257009,2023,3,20240101,B,,,1.6,4.7,3.8,4.3,5.9,,,,
TW0006257009,2024,3,20240801,BB,B,1.0,4.2,4.8,3.9,4.5,5.8,0.09999999999999964,0.10000000000000009,0.20000000000000018,-0.10000000000000053
TW0006269004,2023,3,20240101,BB,,,3.8,4.2,2.0,3.5,5.6,,,,
TW0006269004,2024,3,20240801,BBB,BB,1.0,4.4,4.4,2.0,4.1,5.6,0.20000000000000018,0.0,0.5999999999999996,0.0
TW0006271000,2023,2,20240101,BBB,,,4.7,4.6,3.3,3.6,6.2,,,,
TW0006271000,2024,3,20240801,BBB,BBB,0.0,4.9,4.6,3.3,3.7,6.1,0.0,0.0,0.10000000000000009,-0.10000000000000053
TW0006274004,2023,3,20240101,BBB,,,5.0,4.6,2.0,3.5,5.9,,,,
TW0006274004,2024,3,20240801,BBB,BBB,0.0,4.4,4.1,2.0,3.6,4.8,-0.5,0.0,0.10000000000000009,-1.1000000000000005
TW0006278005,2023,3,20240101,B,,,1.5,3.9,2.9,3.4,4.7,,,,
TW0006278005,2024,3,20240801,B,B,0.0,2.6,3.7,2.9,3.1,4.7,-0.19999999999999973,0.0,-0.2999999999999998,0.0
TW0006285000,2023,3,20240101,BB,,,3.5,4.2,2.4,5.1,4.0,,,,
TW0006285000,2024,3,20240801,BB,BB,0.0,3.7,4.1,2.4,5.2,3.7,-0.10000000000000053,0.0,0.10000000000000053,-0.2999999999999998
TW0006409006,2023,1,20240101,AA,A,1.0,8.1,6.1,5.3,7.5,5.9,,,,
TW0006409006,2024,1,20240301,AA,AA,0.0,8.5,6.5,6.3,6.8,6.4,0.40000000000000036,1.0,-0.7000000000000002,0.5
TW0006414006,2023,3,20240101,BB,,,3.9,4.1,2.4,3.9,5.1,,,,
TW0006414006,2024,4,20241101,BBB,BB,1.0,5.7,4.7,2.4,4.4,6.1,0.6000000000000005,0.0,0.5000000000000004,1.0
TW0006443005,2023,2,20240101,BB,,,3.4,5.0,5.5,3.2,6.1,,,,
TW0006443005,2024,2,20240601,BBB,BB,1.0,4.7,5.0,5.3,3.3,6.1,0.0,-0.20000000000000018,0.09999999999999964,0.0
TW0006446008,2023,4,20240101,BBB,BB,1.0,5.7,4.8,3.3,4.2,6.2,,,,
TW0006446008,2024,4,20241101,A,BBB,1.0,6.4,5.0,2.9,4.5,6.4,0.20000000000000018,-0.3999999999999999,0.2999999999999998,0.20000000000000018
TW0006469000,2023,3,20240101,A,,,6.1,5.5,3.5,5.8,5.6,,,,
TW0006469000,2024,3,20240801,A,A,0.0,6.7,5.8,3.5,6.1,6.1,0.2999999999999998,0.0,0.2999999999999998,0.5
TW0006472004,2023,3,20240101,A,,,6.8,4.9,5.5,4.4,5.6,,,,
TW0006472004,2024,3,20241001,A,A,0.0,5.8,4.5,3.6,3.3,6.8,-0.40000000000000036,-1.9,-1.1000000000000005,1.2000000000000002
TW0006488000,2023,4,20240101,BB,B,1.0,3.9,4.9,4.6,4.4,5.4,,,,
TW0006491004,2023,3,20240101,A,,,6.9,5.9,10.0,7.2,4.3,,,,
TW0006491004,2024,3,20240901,BBB,A,-1.0,5.7,5.5,10.0,5.4,5.1,-0.40000000000000036,0.0,-1.7999999999999998,0.7999999999999998
TW0006505001,2023,1,20240101,B,B,0.0,2.6,4.0,3.1,6.5,4.0,,,,
TW0006505001,2024,1,20240301,B,B,0.0,2.7,4.0,3.4,6.9,3.6,0.0,0.2999999999999998,0.40000000000000036,-0.3999999999999999
TW0006510001,2023,2,20240101,B,,,1.9,4.4,2.8,3.5,5.4,,,,
TW0006510001,2024,2,20240601,BB,B,1.0,3.1,4.4,2.8,3.0,5.7,0.0,0.0,-0.5,0.2999999999999998
TW0006515000,2023,4,20240101,B,,,2.5,4.2,2.4,2.7,5.6,,,,
TW0006515000,2024,4,20241201,BB,B,1.0,2.9,4.4,2.4,2.4,6.1,0.20000000000000018,0.0,-0.30000000000000027,0.5
TW0006531007,2023,3,20240101,BB,,,3.8,4.9,2.9,3.6,7.0,,,,
TW0006531007,2024,3,20240801,BBB,BB,1.0,4.7,5.0,2.7,3.4,7.2,0.09999999999999964,-0.19999999999999973,-0.20000000000000018,0.20000000000000018
TW0006533003,2023,2,20240101,B,,,1.9,4.3,2.5,3.8,5.5,,,,
TW0006533003,2024,3,20240801,BB,B,1.0,3.9,5.2,2.5,4.2,6.9,0.9000000000000004,0.0,0.40000000000000036,1.4000000000000004
TW0006547003,2023,3,20240101,B,,,1.8,3.8,4.4,2.6,5.4,,,,
TW0006547003,2024,3,20241001,BBB,B,2.0,4.3,4.4,4.6,2.7,6.9,0.6000000000000005,0.1999999999999993,0.10000000000000009,1.5
TW0006548001,2023,2,20240101,CCC,,,0.0,3.0,2.4,3.7,2.8,,,,
TW0006548001,2024,2,20240501,CCC,CCC,0.0,0.0,2.6,2.3,2.3,2.8,-0.3999999999999999,-0.10000000000000009,-1.4000000000000004,0.0
TW0006561004,2023,4,20240101,AA,,,7.6,6.3,10.0,6.8,5.3,,,,
TW0006589005,2023,3,20240101,BB,,,3.8,4.8,6.9,3.3,5.7,,,,
TW0006589005,2024,3,20240801,BB,BB,0.0,4.0,4.8,5.2,3.3,5.8,0.0,-1.7000000000000002,0.0,0.09999999999999964
TW0006643000,2023,3,20240101,BBB,,,4.7,5.2,2.8,4.5,6.5,,,,
TW0006643000,2024,3,20240901,A,BBB,1.0,6.4,5.9,2.8,4.3,8.2,0.7000000000000002,0.0,-0.20000000000000018,1.6999999999999993
TW0006669005,2023,3,20240101,BB,BBB,-1.0,3.2,3.9,4.1,4.5,3.2,,,,
TW0006669005,2024,3,20241001,BB,BB,0.0,4.0,4.2,4.1,4.8,3.5,0.30000000000000027,0.0,0.2999999999999998,0.2999999999999998
TW0006670003,2023,3,20240101,B,,,2.4,4.8,4.4,3.8,5.9,,,,
TW0006670003,2024,3,20240901,BB,B,1.0,3.3,4.6,4.4,3.8,5.5,-0.20000000000000018,0.0,0.0,-0.40000000000000036
TW0006712003,2023,3,20240101,A,,,6.8,5.1,6.3,3.8,6.9,,,,
TW0006712003,2024,3,20241001,CCC,A,-4.0,1.1,3.5,4.4,2.7,4.4,-1.5999999999999996,-1.8999999999999995,-1.0999999999999996,-2.5
TW0006770001,2023,3,20240101,BBB,BB,1.0,4.4,5.2,4.2,5.5,5.9,,,,
TW0006770001,2024,3,20240801,A,BBB,1.0,7.1,6.2,4.0,6.8,7.5,1.0,-0.20000000000000018,1.2999999999999998,1.5999999999999996
TW0006782006,2023,3,20240101,BBB,,,4.9,5.1,6.2,5.8,4.4,,,,
TW0006782006,2024,3,20241001,A,BBB,1.0,6.0,5.6,6.1,5.7,5.6,0.5,-0.10000000000000053,-0.09999999999999964,1.1999999999999993
TW0006789001,2023,3,20240101,BB,,,3.1,4.7,3.9,4.4,5.7,,,,
TW0006789001,2024,3,20241001,BBB,BB,1.0,4.3,5.0,3.9,5.1,5.9,0.2999999999999998,0.0,0.6999999999999993,0.20000000000000018
TW0006803000,2023,1,20240101,B,B,0.0,2.4,4.1,3.0,5.2,4.5,,,,
TW0006803000,2024,1,20240401,BB,B,1.0,3.8,4.8,4.3,6.4,4.5,0.7000000000000002,1.2999999999999998,1.2000000000000002,0.0
TW0008016007,2023,3,20240101,B,,,1.9,4.3,2.8,3.7,5.6,,,,
TW0008016007,2024,3,20240801,BB,B,1.0,3.9,4.7,2.8,4.3,5.8,0.40000000000000036,0.0,0.5999999999999996,0.20000000000000018
TW0008046004,2023,3,20240101,BB,BB,0.0,2.9,3.9,2.1,4.8,3.5,,,,
TW0008046004,2024,3,20241001,BB,BB,0.0,3.1,3.9,2.1,4.7,3.5,0.0,0.0,-0.09999999999999964,0.0
TW0008069006,2023,1,20240101,BBB,BBB,0.0,5.0,4.7,4.1,4.8,4.8,,,,
TW0008069006,2024,1,20240201,A,BBB,1.0,6.4,5.2,4.1,5.9,4.8,0.5,0.0,1.1000000000000005,0.0
TW0008070004,2023,2,20240101,BB,,,3.8,4.3,3.1,3.3,5.2,,,,
TW0008070004,2024,2,20240601,BBB,BB,1.0,4.6,4.5,3.1,4.0,5.2,0.20000000000000018,0.0,0.7000000000000002,0.0
TW0008081001,2023,2,20240101,CCC,,,0.3,3.5,3.2,2.5,4.5,,,,
TW0008081001,2024,2,20240701,B,CCC,1.0,2.2,4.1,3.2,2.8,5.6,0.5999999999999996,0.0,0.2999999999999998,1.0999999999999996
TW0008112004,2023,2,20240101,BB,,,3.8,4.2,3.1,3.0,5.1,,,,
TW0008112004,2024,2,20240701,BB,BB,0.0,3.8,4.2,3.2,2.6,5.5,0.0,0.10000000000000009,-0.3999999999999999,0.40000000000000036
TW0008150004,2023,2,20240101,BB,,,3.1,4.6,2.7,5.2,5.9,,,,
TW0008150004,2024,2,20240601,BBB,BB,1.0,5.0,5.1,3.2,5.4,6.4,0.5,0.5,0.20000000000000018,0.5
TW0008163007,2023,3,20240101,BB,,,3.5,4.0,2.6,3.6,5.4,,,,
TW0008163007,2024,3,20241001,BB,BB,0.0,4.0,4.2,2.7,4.3,5.1,0.20000000000000018,0.10000000000000009,0.6999999999999997,-0.3000000000000007
TW0008299009,2023,4,20240101,BB,BB,0.0,4.2,4.8,2.6,6.7,4.2,,,,
TW0008299009,2024,4,20241101,BB,BB,0.0,4.0,4.9,2.7,6.3,4.8,0.10000000000000053,0.10000000000000009,-0.40000000000000036,0.5999999999999996
TW0008358003,2023,3,20240101,A,,,6.2,5.0,3.7,4.9,5.9,,,,
TW0008358003,2024,3,20240801,A,A,0.0,6.7,5.3,4.1,4.9,6.5,0.2999999999999998,0.39999999999999947,0.0,0.5999999999999996
TW0008436007,2023,4,20240101,A,,,7.1,5.1,5.7,3.9,5.2,,,,
TW0008436007,2024,4,20241101,AA,A,1.0,8.2,5.5,6.0,4.9,5.5,0.40000000000000036,0.2999999999999998,1.0000000000000004,0.2999999999999998
TW0008454000,2023,3,20240101,AA,A,1.0,8.5,6.2,10.0,6.9,4.9,,,,
TW0008464009,2023,1,20240101,BBB,BBB,0.0,4.5,4.2,5.3,3.3,4.0,,,,
TW0008464009,2024,1,20240401,BB,BBB,-1.0,3.4,4.2,5.3,3.1,4.4,0.0,0.0,-0.19999999999999973,0.40000000000000036
TW0008478009,2023,3,20240101,BBB,,,5.3,5.2,3.3,4.5,6.6,,,,
TW0008478009,2024,3,20240901,BBB,BBB,0.0,4.7,5.1,3.3,4.6,6.4,-0.10000000000000053,0.0,0.09999999999999964,-0.1999999999999993
